Course Code,Course Description
GEG 3105 Earth Observation (3 units),"Since the beginning of the space age, humanity has developed satellites to image the Earth’s land and water using a wide range of cameras, lasers, and radars. We all have access to data from these instruments – today’s challenge is to use this data to generate information for decision-making. This course will provide you with a fundamental understanding of the data produced by Earth-observing satellites, teach you methods to manipulate, combine, and analyze them, and provide you with tools that allow you to harness the power of satellite imagery. By the end of this course, you will have a solid understanding of the strengths and weaknesses of Earth Observation data, and have the skills to use them to map and monitor Earth’s many environments."
GEG 3106 Cities and Social Change (3 units),"Examines the relationships between social change, the nature of place, and built form in western cities. Emphasis on ways in which experiences and processes that constitute urban life are spatially mediated."
GEG 3107 Geography of Polar Regions (3 units),"Regional geography of the Arctic and the Antarctic. Physical environment, ecosystems, environmental change, natural resources and development, governance, social issues. Contrasts between the two ends of the earth."
GEG 3114 Biogeography (3 units),Distribution and abundance of organisms. Biogeographic processes. The major biomes: spatial trends of diversity and productivity. Historical biogeography. Also offered as ENV 3114.
GEG 3300 Selected Topics in Physical Geography (3 units),The themes will vary from year to year.
GEG 3301 Selected Topics in Human Geography (3 units),The themes will vary from year to year.
GEG 3302 Natural Resource and Environmental Management (3 units),"Management of natural resources and the environment. Focus on sustainability in governance, planning, decision-making and practice. Environmental Management Systems and other interdisciplinary techniques. Also offered as ENV 3302."
GEG 3303 Health Geography (3 units),"The geography of health, disease and health care.  The impact of the environment, physical and human determinants. Also offered as ENV 3303."
GEG 3305 Geographies of Globalization (3 units),Contemporary globalization from a geographical perspective. Examination of different global processes and their uneven effects in different parts of the world.  Emphasis on the complexities of globalization at different scales and the changing nature of place.
GEG 3306 Quaternary Paleogeography (3 units),Scales of climatic change and impacts on the global environment. Paleo-biogeography. Glacial and interglacial cycles. Methods of analysis of environmental change.
GEG 3309 Social Landscapes of Métis Communities (3 units),"Focus on how Métis communities have developed across geographies and contact zones of social interaction in North America.  Nature of Métisness explored as a socio-cultural, rather than biological or racial, construct."
GEG 3312 Digital Earth Analysis & Modeling (3 units),"Many real-world problems, ranging from the effects of climate change on natural and social systems to determining optimal locations for viral inoculation centers, can be addressed by modelling Digital Earth data in Geographic Information Systems (GIS). In this course, you will learn how to model real-world scenarios in GIS workflows that emphasize model validation and error propagation. The course concentrates on formal techniques of cartographic modelling and map algebra via Python coding, to address real-world problems under a multi-criteria decision making framework. Modelling approaches include suitability modeling, fuzzy logic modeling, least-cost modeling, network analysis, proximity analysis, areal interpolation, dasymetric and pycnophylactic modelling and finally geostatistical interpolation techniques. By the end of the course, you will have a diverse and deep geospatial skill-set that is useful and in demand for a range of career opportunities."
GEG 3322 Geography of Urban Transportation (3 units),"This course examines development of urban transportation systems within and between cities; relationships between urban form, land use, the environment and transportation systems; analysis of individual and household urban travel behaviour; policy alternatives and their implications."
GEG 3501 Géomorphologie avancée (3 crédits),"Formes et processus à la surface de la terre, incluant les processus de versant, l'érosion fluviale, le transport et la sédimentation. Analyse des dépôts et des formes en relation avec les régimes énergétiques."
GEG 3502 Hydrologie (3 crédits),"Le cycle hydrologique à l'échelle planétaire et du bassin versant. Précipitations, fonte de la neige et de la glace et écoulement de surface. Hydrologie urbaine. Aussi offert sous la cote ENV 3502."
GEG 3505 Observation de la Terre (3 crédits),"Depuis le début de l’ère spatiale, l’humanité a développé des satellites pour imager la Terre à l’aide d’une large gamme de caméras, de lasers et de radars. Nous avons tous accès aux données de ces instruments - le défi d’aujourd’hui est d’utiliser ces données pour générer des informations pour la prise de décision. Ce cours vous fournira une compréhension fondamentale des données produites par les satellites d'observation de la Terre, vous apprendra des méthodes pour les manipuler, les combiner et les analyser, et vous fournira des outils qui vous permettront d'exploiter la puissance de l'imagerie satellitaire. À la fin de ce cours, vous aurez une solide compréhension des forces et des faiblesses des données d’observation de la Terre et les compétences nécessaires pour les utiliser pour cartographier et surveiller les nombreux environnements de la Terre."
GEG 3506 Villes en mutation (3 crédits),"Étude, dans une perspective historique, des processus d'urbanisation de la ville occidentale. Analyse de la dynamique de la forme urbaine."
GEG 3522 Espace social (3 crédits),"Lieux et espaces comme médiateurs des relations sociales, dans leurs dimensions objectives et subjectives. Groupes sociaux et ségrégation spatiale. Les lieux de la sociabilité et de la solidarité. Espace et conflit."
GEG 3524 Histoire de la géographie (3 crédits),"Étude des grandes étapes du développement de la géographie. Origines de la géographie; voyages, explorations et développement de la cartographie à la Renaissance; fondements de la géographie moderne et principaux enjeux du XXe siècle."
GEG 3525 Territoires de la Francophonie (3 crédits),Territorialité et identité en milieu minoritaire francophone au Canada et dans la francophonie internationale. Répartition géographique et développement institutionnel. Ententes politiques et aspirations territoriales.
GEG 3700 Thèmes choisis en géographie physique (3 crédits),Les thèmes varient d'une année à l'autre.
GEG 3701 Thèmes choisis en géographie humaine (3 crédits),Les thèmes varient d'une année à l'autre.
GEG 3702 Gestion des ressources naturelles et de l'environnement (3 crédits),"Gestion des ressources naturelles et de l'environnement. Influence de la technologie, de la culture, de l'économie et de la politique sur le processus décisionnel. Évaluation des impacts environnementaux et autres techniques d'évaluation. Aussi offert sous la cote ENV 3702."
GEG 3704 Villes du monde (3 crédits),"Présentation de villes situées dans différents continents. Définition de leurs organisations urbaines sur le plan morphologique (processus de formation et de transformation, morphogénèse, etc.) et dans leurs multiples dimensions : géographique, sociologique, historique, etc. Cours organisé autour d une série de présentations, de conférences, de discussions et de projections vidéo."
GEG 3706 Paléogéographie du quaternaire (3 crédits),Amplitude des changements climatiques; leurs impacts sur l'environnement de la planète. Cycle glaciaire-interglaciaire. Méthodes d'analyse des changements environnementaux. Paléobiogéographie et évolution géomorphologique.
GEG 3707 Patrimoine urbain (3 crédits),"Histoire des théories patrimoniales. Définition des concepts fondamentaux (conservation, préservation, restauration, réhabilitation, etc.). Stratégies internationales de mise en valeur du patrimoine bâti. Rapports entre le tourisme et le patrimoine dans un contexte de mondialisation (impacts du tourisme de masse, notion de tourisme durable ou responsable)."
GEG 3712 Analyse et modélisation numérique de la Terre (3 crédits),"De nombreux problèmes du monde réel, allant des effets du changement climatique sur les systèmes naturels et sociaux à la détermination des emplacements optimaux pour les centres d'inoculation virale, peuvent être résolus en modélisant les données numériques de la Terre dans des systèmes d'information géographique (SIG). Dans ce cours, vous apprendrez à modéliser des scénarios du monde réel dans des flux de travail SIG qui mettent l'accent sur la validation du modèle et la propagation des erreurs. Le cours se concentre sur les techniques formelles de modélisation cartographique et d'algèbre cartographique via le codage Python, pour aborder des problèmes du monde réel dans un cadre de prise de décision multicritères. Les approches de modélisation comprennent la modélisation de l'adéquation, la modélisation de logique floue, la modélisation à moindre coût, l'analyse de réseau, l'analyse de proximité, l'interpolation surfacique, la modélisation dasymétrique et pycnophylactique et enfin les techniques d'interpolation géostatistique. À la fin du cours, vous aurez un ensemble de compétences géospatiales diverses et approfondies, utiles et recherchées pour une gamme d'opportunités de carrière."
GEG 4000 Recherche sur le terrain dans les tropiques / Tropical Field Research (6 crédits / 6 units),Recherche sur les changements environnementaux. Aussi offert sous la cote de cours ENV 4002. / Research on environmental changes. Also offered as ENV 4002.
GEG 4001 Recherche sur le terrain dans le Nord / Northern Field Research (6 crédits / 6 units),Recherche sur les problèmes des milieux physique et socio-économique du Nord. Aussi offert sous la cote de cours ENV 4001. / Research on the problems of the physical and socio-economic environment of the North. Also offered as ENV 4001.
GEG 4019 Recherche dirigée / Directed Research (6 crédits / 6 units),Travail de recherche préparé durant deux semestres sous la direction d'un professeur. / A research paper prepared during two semesters under the supervision of a professor.
GEG 40191 Recherche dirigée (Partie 1 de 2) / Directed Research (Part 1 of 2),Travail de recherche préparé durant deux semestres sous la direction d'un professeur. / A research paper prepared during two semesters under the supervision of a professor. (Part 1 of 2)
GEG 40192 Recherche dirigée (Partie 2 de 2) / Directed Research (Part 2 of 2) (6 crédits / 6 units),Travail de recherche préparé durant deux semestres sous la direction d'un professeur. / A research paper prepared during two semesters under the supervision of a professor. (Part 2 of 2)
GEG 4100 Glaciology Field Research (3 units),"Field study of the dynamics and hydrology of glaciers, and the role of glaciers in landform development. Review of the impacts of climate change on the cryosphere."
GEG 4101 Permafrost Environments (3 units),"Distribution and physical characteristics of environments affected by permafrost. Emphasis on climate and climate change, landforms, hydrology, and impacts of human activity."
GEG 4104 Methodological and Theoretical Approaches in Geography and Environmental Studies (3 units),Developing theoretical and methodological frameworks for data collection and analysis in geographical and environmental research.
GEG 4112 Quaternary Paleoenvironments (3 units),"Methods of study of Quaternary environmental change. Paleoecology, Paleolimnology. Environmental changes of the past 20 000 years."
GEG 4118 Environmental Impact Assessment (3 units),Theory of environmental impact assessment. Alternative processes from Canadian and other national contexts.
GEG 4120 Spatial Data Science (3 units),"Spatial data science is useful in many fields, including big data, population health sciences, biological sciences, earth sciences, medicine, engineering and social sciences. In this course, you will learn how to manipulate, analyze and model spatial data. Sections of the course focus on stochastic simulation and Monte Carlo methods in point-pattern analysis, spatial autocorrelation and geostatistics. Practical applications utilize the open-source software and data science computing languages (e.g. R, Python), no previous experience required. At the end of this course, you will have a toolbox of spatial analytical skills and a solid understanding of their appropriate applications to real-world questions."
GEG 4121 Applications of Remote Sensing in the Polar Regions (3 units),"Learn how the polar regions are changing, and how to measure them. This course provides an in-depth review of the satellite and airborne sensors used to monitor changes in the Arctic and Antarctic, where the climate is warming at some of the highest rates in the world. This includes measurements of glaciers, sea ice, snow, subglacial lakes and the ozone hole, using optical, radar, gravity, laser and other sensors."
GEG 4125 Geographies of Transnational Migration and Settlement (3 units),Transnational migration dynamics and their influence on sending and receiving countries. Focus on the sharing of space and shaping of place between immigrants and established groups.
GEG 4126 Seminar in Physical Geography (3 units),Discussion of contemporary issues in physical geography.
GEG 4127 Seminar in Human Geography (3 units),Definition and realization of a research project on contemporary problems in human geography.
GEG 4128 Field Research in a North American City (3 units),Examination of place in a selected North American city.  Emphasis on changing urban socio-economic landscapes and the negotiation of place between groups.  A field excursion to the selected city will be the capstone for the course.
GEG 4129 Global Climate Change (3 units),The global climate system and climate variability. Climate system history and dynamics. Global warming impacts. Instrumental and proxy data analysis. Also offered as ENV 4129.
GEG 4301 Coding the Digital Earth (3 units),"Take your spatial data science skills to the next level by learning the fundamentals of programming Geographic Information Systems (GIS) to manipulate spatial data, and manage, analyze and automate software workflows. Topics include introduction to object-oriented programming in GIS, data structures, flow control, vector and raster objects, manipulating geometry, tabular data, GUI tool creation, and using external services. Students will leave this course with confidence in their knowledge of manipulating GIS using an open source programming language (e.g. Python) - a highly desired skill set in spatial data sciences and all the related domains that work with GIS."
"GEG 4306 Livable Cities, Healthy Communities (3 units)",This course explores relationships between urban environments and health and well-being across diverse contexts. Examines community-planning strategies aimed at affecting positive change.
GEG 4311 Political Geography (3 units),Examination of the relationships between power and space.  The multiple actors and processes that structure formal and informal politics at macro- and micro-spatial scales.
GEG 4504 Approches méthodologiques et théoriques en géographie et études environnementales (3 crédits),Développement de cadres théoriques et méthodologiques pour la collecte et l'analyse de données de recherche en géographie et études environnementales.
GEG 4512 Paléoenvironnements du quaternaire (3 crédits),"Méthodes de recherche en analyse des changements environnementaux du quaternaire. Paléoécologie, paléolimnologie. Changements environnementaux des 20 000 dernières années."
GEG 4518 Évaluation des impactes environnementaux (3 crédits),Théorie de l'évaluation des impacts environnementaux. Processus alternatifs dans le contexte canadien et dans d'autres contextes nationaux. Aussi offert sous la cote ENV 4518.
GEG 4520 Science des données spatiales (3 crédits),"La science des données spatiales est utile dans de nombreux domaines, notamment ‘big data’, les sciences de la santé de la population, les sciences biologiques, les sciences de la terre, la médecine, l'ingénierie et les sciences sociales. Dans ce cours, vous apprendrez à manipuler, analyser et modéliser des données spatiales. Les sections du cours se concentrent sur la simulation stochastique et les méthodes de Monte Carlo dans l'analyse des motifs de points, l'autocorrélation spatiale et la géostatistique. Les applications pratiques utilisent les logiciels et les langages informatique de la science des données à source ouverte (p.ex. R, Python), aucune expérience préalable requise. À la fin de ce cours, vous aurez une boîte à outils de compétences analytiques spatiales et une solide compréhension de leurs applications appropriées aux questions du monde réel sur les données spatiales."
GEG 4529 Les changements climatiques (3 crédits),Le système climatique planétaire et la variabilité du climat. L'historique et la dynamique du système climatique. Le réchauffement planétaire contemporain. L'analyse des données instrumentales et indirectes. Aussi offert sous la côte ENV 4529.
"GEG 4532 Lieux, cultures et pouvoir (3 crédits)",Approches contemporaines de la géographie culturelle de tradition francophone et anglo-saxonne. Notions et concepts fondamentaux de la sous-discipline. Étude de cas dans différents contextes géographiques et culturels.
GEG 4701 Développement d'applications en géomatique (3 crédits),"Améliorez vos compétences en sciences des données spatiales en apprenant les bases de la programmation des systèmes d'information géographique (SIG) pour manipuler les données spatiales et gérer, analyser et automatiser les flux de travail des logiciels. Les sujets abordés comprennent l'introduction à la programmation orientée objet dans les SIG, les structures de données, le contrôle des flux, les objets vectoriels et matriciels, la manipulation de la géométrie, les données tabulaires, la création d'outils d'interface graphique et l'utilisation de services externes. Les étudiants quitteront ce cours avec confiance dans leurs connaissances de la manipulation des SIG en utilisant un langage de programmation open source (p.ex. Python) - un ensemble de compétences très recherché dans les sciences des données spatiales et tous les domaines connexes qui travaillent avec les SIG."
GEG 4702 Le développement des villes (3 crédits),"Étude des processus d'urbanisation et des transformations sociales dans différents milieux urbains non-canadiens. Méga-cités, villes créées, villes spontanées. Disparités économiques, culturelles et régionales."
GEG 4723 Géographie de la population (3 crédits),"Les processus démographiques susceptibles de créer ou de modifier l'organisation de l'espace à l'échelle locale, régionale, nationale et internationale. Croissance démographique. Migrations internes. Immigration. Vieillissement de la population."
GEG 4726 Séminaire en géographie physique (3 crédits),Discussion de problèmes actuels en géographie physique.
GEG 4727 Séminaire en géographie humaine (3 crédits),Définition et mise en oeuvre d'un projet de recherche sur des problèmes contemporains de géographie humaine.
GEG 4920 Recherche sur le terrain en géographie urbaine / Urban Geography Field Research (3 crédits / 3 units),Une semaine de travail sur le terrain avant le début du semestre d'automne dans une localité hors d'Ottawa. L'analyse des données se poursuit pendant le semestre d'automne. / One week of human geography field work at an off-campus location preceding the beginning of the fall semester.  Analysis of data continues throughout the fall semester.
GEG 4921 Recherche sur le terrain en géographie physique / Physical Geography Field Research (3 crédits / 3 units),Une semaine de travail sur le terrain avant le début du semestre d'automne dans une localité hors d'ottawa. L'analyse des données se poursuit pendant le semestre d'automne. / One week of physical geography field work at an off-campus location preceding the beginning of the fall semester. Analysis of data continues throughout the fall semester.
GEG 5000 Camp de terrain d'études supérieures / Graduate Field Camp (3 crédits / 3 units),"Camp de terrain de cinq jours pour initier les étudiants aux études supérieures en géographie, environnement et géomatique. / Five-day field camp introducing students to graduate studies in Geography, Environment and Geomatics."
GEG 5105 Selected Topics in Human Geography (3 units),In-depth examination of a question or topic linked to new trends or research areas in human geography.
GEG 5109 Place and Social Transformations (3 units),Interplay between social and spatial transformations and its implications for meanings and representations from global to local scales.
GEG 5311 Environmental Change in Cold Regions (3 units),"Dynamics of cold environments with particular emphasis on their sensitivity to climate variability and climate change, natural and anthropogenically induced."
GEG 5510 Espaces et lieux entre société et culture (3 crédits),"Espaces de référence, lieux d'appartenance et territoire dans le contexte des mutations sociales contemporaines et de la fragmentation des identités culturelles."
GEG 5707 Milieux nordiques (3 crédits),"Les milieux glaciaires ou périglaciaires, anciens ou actuels. Approches géomorphologique, hydrologique et paléobotanique."
GEG 60001 Séminaires Phipps-Langlois (1/2) / Phipps-Langlois Seminars (1/2),"Séminaires Phipps-Langlois de 45 à 60 minutes par des étudiants diplômés, des professeurs ou d'autres conférenciers invités. / Phipps-Langlois seminars of 45- to 60-minute by graduate students, professors, or other invited speakers"
GEG 60002 Seminaires Phipps-Langlois (2/2) / Phipps-Langlois Seminars (2/2) (3 crédits / 3 units),"Séminaires Phipps-Langlois de 45 à 60 minutes par des étudiants diplômés, des professeurs ou d'autres conférenciers invités. / Phipps-Langlois seminars of 45- to 60-minute by graduate students, professors, or other invited speakers"
GEG 6001 Stage I / Internship I (3 crédits / 3 units),"Stage supervisé dans un organisme externe ou avec un professeur au sein du département de géographie, environnement et géomatique ou d'autres unités sur le campus. Les étudiants sont responsables de trouver leur propre stage. Durée de 100 heures de travail non-rénuméré avec une organisation, approuvé par le directeur du programme d'études supérieures et certifié par l'organisation qui accueille le stage. Noté S (Satisfaisant) ou NS (Non-satisfaisant). / Supervised Internship at an external agency or with a professor within the Department of Geography, Environment and Geomatics or other units on campus. Students are responsible for finding their own internship.100 hours of volunteer work, approved by the graduate program director and certified by the organization hosting the internship. Grade: S (Satisfactory) / NS (Not Satisfactory)."
GEG 6002 Stage II / Internship II (3 crédits / 3 units),"Stage supervisé dans un organisme externe ou avec un professeur au sein du département de géographie, environnement et géomatique ou d'autres unités sur le campus. Les étudiants sont responsables de trouver leur propre stage. Durée de 100 heures de travail non-rénuméré avec une organisation, approuvé par le directeur du programme d'études supérieures et certifié par l'organisation qui accueille le stage. Noté S (Satisfaisant) ou NS (Non-satisfaisant). / Supervised Internship at an external agency or with a professor within the Department of Geography, Environment and Geomatics or other units on campus. Students are responsible for finding their own internship.100 hours of volunteer work, approved by the graduate program director and certified by the organization hosting the internship. Grade: S (Satisfactory) / NS (Not Satisfactory)."
GEG 6003 Mémoire / Major Research Paper (6 crédits / 6 units),Le mémoire vous permet de mener un travail de recherche approfondi sur un sujet précis. Noté S (satisfaisait) ou NS (non satisfaisant). / The major research paper (MRP) allows you to conduct in-depth research work on a specific subject. Graded S (Satisfactory) / NS (Not Satisfactory).
GEG 6101 Data Analysis and Modelling (3 units),"Techniques of analysis of empirical data: quantitative, semi-quantitative and qualitative. Multivariate and time-series data analysis."
GEG 6102 Practical GIS for Graduate Studies (3 units),"Think you might want to use geographic information systems (GIS) in your thesis research? Are you fascinated by the potential of spatial data science to enhance your research? If you answered yes to either of those questions then this introductory level course is for you. The course is specifically focused on the practical and pragmatic aspects of working with digital earth data including vector, raster and satellite imagery. A strong emphasis is given to horizontal coordinate systems, transformations, georeferencing, spatial data manipulation, geoprocessing, geocoding, and scripting for workflow automation and modeling. By the end of the course, you will be confident in using the concepts and capabilities of geographic information systems science, to work with real-world spatial data."
GEG 6103 Spatial Data Science (3 units),"Spatial data science is useful in many fields, including big data, population health sciences, biological sciences, earth sciences, medicine, engineering and social sciences. In this course, you will learn how to manipulate, analyze and model spatial data. Sections of the course focus on stochastic simulation and Monte Carlo methods in point-pattern analysis, spatial autocorrelation and geostatistics. Practical applications utilize the open-source software and data science computing languages (e.g. R, Python), no previous experience required. At the end of this course, you will have a toolbox of spatial analytical skills and a solid understanding of their appropriate applications to real-world questions."
GEG 6501 Analyse de données et modélisation (3 crédits),"Modes de traitement appropriés à différents types de données empiriques : quantitatives, semi-quantitatives et qualitatives. Examen des méthodes d'analyse multivariées et temporelles."
GEG 6502 SIG pratique pour les études supérieures (3 crédits),"Pensez-vous que vous voudrez peut-être utiliser des systèmes d'information géographique (SIG) dans votre recherche de thèse? Êtes-vous fasciné par le potentiel de la science des données spatiales pour améliorer votre recherche? Si vous avez répondu oui à l'une de ces questions, ce cours d'introduction est pour vous. Le cours est spécifiquement axé sur les aspects pratiques et pragmatiques du travail avec des données terrestres numériques, y compris des images vectorielles, matricielles et satellitaires. Un accent particulier est mis sur les systèmes de coordonnées horizontales, les transformations, le géoréférencement, la manipulation des données spatiales, le géotraitement, le géocodage et la création de scripts pour l'automatisation et la modélisation des flux de travail. À la fin du cours, vous serez confiant dans l'utilisation des concepts et des capacités de la science des systèmes d'information géographique pour travailler avec des données spatiales du monde réel."
GEG 6503 Science des données spatiales (3 crédits),"La science des données spatiales est utile dans de nombreux domaines, notamment ‘big data’, les sciences de la santé de la population, les sciences biologiques, les sciences de la terre, la médecine, l'ingénierie et les sciences sociales. Dans ce cours, vous apprendrez à manipuler, analyser et modéliser des données spatiales. Les sections du cours se concentrent sur la simulation stochastique et les méthodes de Monte Carlo dans l'analyse des motifs de points, l'autocorrélation spatiale et la géostatistique. Les applications pratiques utilisent les logiciels et les langages informatique de la science des données à source ouverte (p.ex. R, Python), aucune expérience préalable requise. À la fin de ce cours, vous aurez une boîte à outils de compétences analytiques spatiales et une solide compréhension de leurs applications appropriées aux questions du monde réel sur les données spatiales."
GEG 7906 Recherche dirigée / Directed  Research (6 crédits / 6 units),"Recherche dirigée pendant une session, évaluée par trois membres de la Faculté des études supérieures et postdoctorales. L'inscription à temps plein est obligatoire. La note donnée sera S (satisfaisant) ou NS (non satisfaisant). N.B. Inscription limitée aux étudiants désirant transférer de la maîtrise au doctorat. / One session of directed research, evaluated by three members of the Faculty of Graduate and Postdoctoral Studies. The student must be enrolled full-time for this session. The course will be graded S (satisfactory) / NS (Not satisfactory). NOTE: Restricted to students intending to transfer from master's to PhD."
GEG 7996 Élaboration et présentation du projet de thèse de maîtrise ès sciences / Preparation and Presentation of the MSc Thesis Project (3 crédits / 3 units),Le projet de recherche doit normalement s'inscrire dans un champ d'études reconnu par le CRSNG. / The research project must normally be in a research field recognized by NSERC.
GEG 7998 Élaboration et présentation du projet de thèse de maîtrise ès arts / Preparation and Presentation of the M.A. Thesis Project (3 crédits / 3 units),Le projet de recherche doit normalement s'inscrire dans un champ d'études reconnu par le CRSHC. / The research project must normally be in a research field recognized by SSRHC.
GEO 1111 Introduction to Earth Systems (3 units),"Course suited for students in the faculties of Science or Engineering who want to learn more about how the solid earth, oceans, atmosphere, and life have worked in an integrated way over the past 4.6 billion years."
GEO 1113 Apocalypse Earth: Understanding Natural Disasters (3 units),"Dramatic and catastrophic natural disasters leave evidence in the geologic record and can threaten life on Earth. Examples introduced in this course include violent volcanic eruptions, mega-earthquakes and the tsunami arising from them, rapid climatic changes and associated storms, and impacts from asteroids and comets. Examples of recent events will be used to help interpret what we read in the ancient rock record."
GEO 1115 Introduction to Earth Materials (3 units),"Identification, properties and interpretation of Earth materials in field excursions and laboratory exercises.  Common rock-forming and metallic minerals; sedimentary rocks and fossils; igneous rocks and textures; metamorphic rocks and fabrics; unconsolidated materials (clay, silt, sand, gravel and soils).  Geology of the Ottawa area. A minimal fee is required to cover transportation for field trips."
GEO 1301 Earth: Natural Disasters Explained (3 units),"This course examines the geological origin of a variety of natural disasters such as: earthquakes, tsunamis, volcanic eruptions, landslides, avalanches, and floods. The students will gain a better understanding of how, where, and why these events occur, as well as of our ability to predict them. In order to better comprehend and appreciate the geological context in which these natural disasters occur, the following topics will also be discussed: the origin of the Earth, plate tectonics, mountain building, glaciations, and climate variability from a geological perspective."
GEO 1511 Introduction aux systèmes terrestres (3 crédits),"Cours de base conçu pour toute personne des facultés de sciences ou de génie qui veut savoir comment la terre solide, les océans, l'atmosphère et la biosphère fonctionnent d'une manière intégrée depuis plus de 4,6 milliards d'années."
GEO 1513 Terre Apocalypse: comprendre les désastres naturels (3 crédits),"Certains désastres naturels catastrophiques et dramatiques laissent une empreinte géologique et menacent la vie sur la Terre.  Les exemples présentés dans ce cours incluent les éruptions volcaniques violentes, les méga-séismes et tsunamis qu'ils génèrent, les changements climatiques rapides et leurs tempêtes associées, ainsi que les impacts d'astéroïdes et de comètes.  Des exemples d'événements récents qui nous permettent d'interpréter les archives géologiques de roches anciennes seront utilisés. Ce cours ne peut pas être crédité en tant que cours optionnel en sciences, mais peut être crédité en tant que cours au choix."
GEO 1515 Introduction aux matériaux terrestres (3 crédits),"Identification, propriétés et interprétation des matériaux terrestres sur le terrain et au laboratoire. Principaux minerais métalliques et minéraux de la croûte terrestre; roches ignées et leurs textures; roches sédimentaires et les fossiles; roches métamorphiques et leurs fabriques; matériaux meubles (argile, silt, sable, gravier, sols). Géologie de la région d'Ottawa. Des frais minimes sont exigés pour défrayer le transport lors des excursions."
GEO 1701 Terre: les catastrophes naturelles expliquées (3 crédits),"Ce cours étudie l'origine géologique d'un ensemble de catastrophes naturelles telles que: tremblements de terre, tsunamis, éruptions volcaniques, glissements de terrain, avalanches et inondations. Les étudiants acquerront une meilleure compréhension de comment, où et pourquoi ces évènements se produisent, ainsi que de notre capacité à les prévoir. Afin de mieux saisir et apprécier le contexte géologique dans lequel ces catastrophes naturelles se produisent, les thèmes suivants seront également abordés: l'origine de la Terre, la tectonique des plaques, la formation des montagnes, les glaciations et les variations climatiques envisagées selon la perspective géologique."
GEO 2020 Études de terrain I / Field Studies I (3 crédits / 3 units),"Ce cours comprend une période de laboratoire de 4 heures par semaine durant le semestre d'hiver, suivi par un camp de terrain (~12 jours) qui demande la cartographie géologique et l'analyse structurale d'une région et d'établir sa place dans l'histoire tectonique des Appalaches. Le camp de terrain se tiendra après la période d'examen à la fin du mois d'avril.  Des frais sont exigés pour défrayer les coûts de transport et de logement. Antérieurement GEO 2920. / The course consists of one 4-hour laboratory period per week, during the winter session, followed by a field camp (~12 days) involving geological mapping and structural analysis of a region and of its place in the tectonic history of the Appalachian belt.  The field camp will be held following the end of the examination period, in late April.  Fees are requested to cover accommodation and transportation. Previously GEO 2920."
GEO 2113 Paleontology (3 units),"The nature of fossils, particularly the fossilized remains and traces of common macro-invertebrates.  Study of aspects of morphology most useful in identifying and classifying fossils and in interpreting their paleoecology and evolutionary history.  (Offered in alternate years with GEO 2513.)"
GEO 2163 Introduction to Mineralogy (3 units),"Fundamental concepts of mineralogy. Systematic examination of crystal structure, physical and chemical properties of minerals, uses, and occurrence of the principal minerals in nature. Introduction to principal analytical methods available for the identification and study of minerals and rocks. Propagation of light in crystalline media and the use of the polarizing microscope is highlighted, and the applications of other microscopy and spectrometry analyses are discussed."
GEO 2165 Stratigraphy and Sedimentation (3 units),The origin of sedimentary rocks.  Characteristics of primary structures and secondary alteration.  Basic principles of stratigraphy.
GEO 2166 Oceanography (3 units),"Introduction to marine science through the combined perspectives of physical, geological, chemical and biological oceanography.  Topics include: history of oceanography; plate tectonics and the ocean floor; ocean basins and their sediments; seawater chemistry/biochemistry; ocean waves, tides and currents; ocean-atmosphere interaction; marine life; study of selected marine environments and associated processes, sediments and organisms; marine resources and environmental concerns. This course will be offered in alternate years with GEO 2566."
GEO 2307 Environmental Geology (3 units),"Natural hazards, and environmental problems related to the exploitation of mineral resources, fossil fuels and nuclear energy. Physical and chemical characteristics of surface and subsurface environments, biogeochemical cycles, water, soil and air pollution. Remediation processes and environmental rules and regulations. Offered in alternate years with GEO 2707."
GEO 2316 Introduction to Climate Science (3 units),"Introduction and description of the key physical principles and observations in climate science with a focus on the contemporary system, providing a foundation for more advanced courses in the field. Topics covered will include solar radiation and the Earth’s energy budget; radiative transfer; the Greenhouse effect; the roles of the atmosphere, ocean and cryosphere in influencing climate; observations of climate change; attribution of climate change; projections of climate change."
GEO 2321 Structural Geology and Tectonics (3 units),"Stress and strain analysis, geometrical analyses of rock structures, deformation mechanisms, fabric-forming mechanisms, introduction to plate tectonics."
GEO 2334 Quaternary Geology and Climate Change (3 units),"Examination of the past two million years of Earth history, including Pleistocene glaciations, sea level fluctuations, arid/pluvial cycles, and holocene migrations and extinctions.  Cycles and mechanisms of natural and anthropogenically driven climatic change through the Quaternary and up to the present.  Field excursions.  A minimal fee is required to cover transportation for field trips. Offered in alternate years with GEO 2734."
GEO 2352 Geoscience Data Analysis (3 units),"Introduction to commonly used quantitative methods of data analysis in the geosciences. Review of basic statistics: Types of data and methods of presentation; descriptive statistics; probability and sampling theory; error analysis; statistical tests, linear regression and correlation, spatial statistics. Vector analysis. Experimental design and analysis of variance. Non-parametric statistics. Multivariable analysis. Examples and applications in geology, hydrogeology, and environmental sciences. Offered in alternate years with GEO 2752."
GEO 2513 Paléontologie (3 crédits),Étude et classification des principaux invertébrés fossiles. Interprétation paléoécologique et évolutive à partir des traits morphologiques. Offert tous les deux ans en alternance avec GEO 2113.
